City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
442,High Level,CA,58.5169,-117.136,12.2,67,75,4.61,broken clouds,2021-03-25 19:17:34
443,Ahipara,NZ,-35.1667,173.1667,58.78,85,100,6.11,overcast clouds,2021-03-25 19:17:34
444,Tecoanapa,MX,16.5167,-98.75,82.92,55,5,12.35,clear sky,2021-03-25 19:17:35
445,Aykhal,RU,66.0,111.5,9.5,96,100,5.12,overcast clouds,2021-03-25 19:17:35
446,Tautira,PF,-17.7333,-149.15,86.0,70,20,3.44,few clouds,2021-03-25 19:17:35
447,Vanimo,PG,-2.6741,141.3028,77.72,87,100,2.08,moderate rain,2021-03-25 19:17:35
448,Salou,ES,41.0766,1.1416,55.99,82,40,4.03,scattered clouds,2021-03-25 19:17:36
449,Arman,RU,59.7,150.1667,-10.3,85,20,6.89,few clouds,2021-03-25 19:17:36
450,Almeria,ES,37.1667,-2.3333,61.0,82,0,2.3,clear sky,2021-03-25 19:16:34
451,Mercedes,AR,-34.6515,-59.4307,72.0,87,100,3.0,light rain,2021-03-25 19:17:36
452,Condado,CU,21.8767,-79.8403,93.2,48,40,12.66,scattered clouds,2021-03-25 19:17:36
453,Malpe,IN,13.35,74.7167,82.4,83,20,3.2,few clouds,2021-03-25 19:17:37
454,Tazmalt,DZ,36.3868,4.3989,56.17,61,0,3.78,clear sky,2021-03-25 19:17:37
455,Flinders,AU,-34.5833,150.8552,62.01,87,32,1.01,scattered clouds,2021-03-25 19:17:37
456,Charlestown,AU,-32.95,151.6667,64.0,79,0,6.67,clear sky,2021-03-25 19:17:38
457,Bilma,NE,18.6853,12.9164,73.76,11,0,13.09,clear sky,2021-03-25 19:17:38
458,Honningsvag,NO,70.9821,25.9704,33.8,55,75,16.11,broken clouds,2021-03-25 19:17:38
459,Kuala Terengganu,MY,5.3302,103.1408,80.6,89,40,4.61,light rain,2021-03-25 19:17:38
460,Mareeba,AU,-17.0,145.4333,78.8,89,90,8.05,overcast clouds,2021-03-25 19:17:39
461,Kirakira,SB,-10.4544,161.9205,80.1,82,100,7.45,overcast clouds,2021-03-25 19:17:39
462,Primorsko-Akhtarsk,RU,46.0497,38.1747,37.83,96,100,6.91,light rain,2021-03-25 19:17:39
463,Ust-Tsilma,RU,65.441,52.1498,33.12,90,99,11.48,overcast clouds,2021-03-25 19:17:39
464,Martapura,ID,-3.4167,114.85,77.0,100,90,1.14,overcast clouds,2021-03-25 19:17:40
465,Qingdao,CN,36.0986,120.3719,55.99,62,0,4.47,clear sky,2021-03-25 19:17:40
466,Kaeo,NZ,-35.1,173.7833,55.99,96,100,1.99,overcast clouds,2021-03-25 19:17:40
467,Avera,US,33.194,-82.5271,82.4,51,90,16.11,overcast clouds,2021-03-25 19:17:40
468,Dicabisagan,PH,17.0818,122.4157,76.14,86,55,4.34,broken clouds,2021-03-25 19:17:41
469,Verkhnyaya Inta,RU,65.9811,60.3094,31.77,97,100,21.03,light snow,2021-03-25 19:17:41
470,Nabire,ID,-3.3667,135.4833,75.29,93,100,3.27,overcast clouds,2021-03-25 19:17:41
471,Playas,EC,-2.6333,-80.3833,77.85,75,61,12.95,broken clouds,2021-03-25 19:17:41
472,Zinder,NE,13.8072,8.9881,91.4,9,0,11.5,clear sky,2021-03-25 19:15:31
473,Abhar,IR,36.1468,49.218,47.89,39,0,20.36,clear sky,2021-03-25 19:17:42
474,Belmonte,BR,-15.8631,-38.8828,82.4,65,40,9.22,scattered clouds,2021-03-25 19:17:42
475,Cassilandia,BR,-19.1133,-51.7342,91.04,36,94,2.08,overcast clouds,2021-03-25 19:13:59
476,Ayni,TJ,39.3941,68.5377,48.96,78,100,7.47,light rain,2021-03-25 19:17:42
477,Kathu,TH,7.9178,98.3332,80.6,78,20,5.75,few clouds,2021-03-25 19:17:43
478,Bosanska Gradiska,BA,45.1411,17.25,44.6,61,0,2.82,clear sky,2021-03-25 19:17:43
479,Kirkenaer,NO,60.4564,12.0582,42.8,56,0,9.22,clear sky,2021-03-25 19:17:43
480,Pangkalanbuun,ID,-2.6833,111.6167,74.62,97,100,2.01,overcast clouds,2021-03-25 19:15:06
481,Totness,SR,5.8833,-56.3167,79.86,79,45,8.55,light rain,2021-03-25 19:17:43
482,Northam,GB,51.0333,-4.2167,53.01,83,81,8.99,light rain,2021-03-25 19:17:44
483,Kalmar,SE,56.6616,16.3616,46.4,61,94,5.75,overcast clouds,2021-03-25 19:17:44
484,Formosa Do Rio Preto,BR,-11.0483,-45.1931,90.5,31,20,2.35,few clouds,2021-03-25 19:17:44
485,Berlevag,NO,70.8578,29.0864,33.8,69,40,26.46,scattered clouds,2021-03-25 19:17:44
486,Sacile,IT,45.9541,12.5029,52.0,82,0,3.44,clear sky,2021-03-25 19:16:05
487,Comodoro Rivadavia,AR,-45.8667,-67.5,78.8,11,0,16.11,clear sky,2021-03-25 19:15:01
488,Jacmel,HT,18.2342,-72.5347,91.4,40,20,16.11,few clouds,2021-03-25 19:17:45
489,Romny,UA,50.751,33.4747,31.95,78,97,7.49,overcast clouds,2021-03-25 19:17:45
490,Haysville,US,37.5645,-97.3523,51.8,76,90,8.05,overcast clouds,2021-03-25 19:17:45
491,Poum,NC,-20.2333,164.0167,80.33,71,15,20.11,few clouds,2021-03-25 19:17:45
492,Stepnyak,KZ,52.8339,70.7803,11.5,95,15,6.8,few clouds,2021-03-25 19:17:46
493,Saint-Georges,GD,12.0564,-61.7485,84.2,65,20,20.71,few clouds,2021-03-25 19:17:46
494,Quesnel,CA,52.9999,-122.5029,41.0,65,90,17.27,overcast clouds,2021-03-25 19:17:46
495,Muriwai Beach,NZ,-36.8167,174.45,63.0,95,5,5.99,clear sky,2021-03-25 19:15:11
496,Hovd,MN,48.0056,91.6419,34.47,23,100,4.76,overcast clouds,2021-03-25 19:17:46
497,Pochutla,MX,15.7432,-96.4661,88.0,45,1,11.5,clear sky,2021-03-25 19:17:47
498,Kavaratti,IN,10.5669,72.642,82.87,73,26,2.17,scattered clouds,2021-03-25 19:17:47
499,Lewistown,US,40.5992,-77.5714,66.2,77,1,8.39,haze,2021-03-25 19:17:47
500,Tebingtinggi,ID,3.3285,99.1625,75.2,100,40,4.61,scattered clouds,2021-03-25 19:17:48
501,Kudahuvadhoo,MV,2.6708,72.8944,82.53,70,91,12.82,overcast clouds,2021-03-25 19:17:48
502,Awjilah,LY,29.1081,21.2869,58.41,45,91,11.68,overcast clouds,2021-03-25 19:17:48
503,Olafsvik,IS,64.8945,-23.7142,27.52,71,100,37.96,overcast clouds,2021-03-25 19:17:49
504,Salsomaggiore Terme,IT,44.8148,9.9796,55.4,67,7,1.14,clear sky,2021-03-25 19:17:49
505,Genhe,CN,50.7833,121.5167,18.84,97,100,2.93,overcast clouds,2021-03-25 19:15:31
506,Gbarnga,LR,6.9956,-9.4722,79.2,75,75,4.97,broken clouds,2021-03-25 19:17:49
507,Tezpur,IN,26.6333,92.8,69.51,19,4,0.85,clear sky,2021-03-25 19:17:49
508,Tezu,IN,27.9167,96.1667,73.58,23,95,4.07,overcast clouds,2021-03-25 19:17:50
509,Tari,NG,12.4086,4.4914,92.39,13,38,5.12,scattered clouds,2021-03-25 19:17:50
510,Torres Novas,PT,39.4811,-8.5395,57.99,80,100,7.18,overcast clouds,2021-03-25 19:17:50
511,Alibunar,RS,45.0808,20.9658,44.01,55,0,2.3,clear sky,2021-03-25 19:17:50
512,Inirida,CO,3.8653,-67.9239,85.35,71,81,2.93,broken clouds,2021-03-25 19:17:51
513,Adrar,MR,20.5022,-10.0711,80.85,6,0,12.26,clear sky,2021-03-25 19:17:51
514,Tazovskiy,RU,67.4667,78.7,17.24,92,100,13.85,overcast clouds,2021-03-25 19:17:51
515,Rio Grande,BR,-32.035,-52.0986,82.4,69,20,18.41,few clouds,2021-03-25 19:17:51
516,Seoul,KR,37.5683,126.9778,42.8,93,75,1.14,mist,2021-03-25 19:13:20
517,Payo,ID,-3.7508,103.6372,72.61,98,100,2.06,overcast clouds,2021-03-25 19:17:52
518,Pacific Grove,US,36.6177,-121.9166,53.6,66,90,17.27,overcast clouds,2021-03-25 19:14:14
519,Nuevo Progreso,MX,23.1667,-97.95,88.0,14,35,11.01,scattered clouds,2021-03-25 19:17:52
520,Roald,NO,62.5833,6.1333,43.0,87,75,8.05,broken clouds,2021-03-25 19:17:52
521,Paragominas,BR,-2.9667,-47.4833,72.32,98,100,2.55,overcast clouds,2021-03-25 19:17:52
522,Kiama,AU,-34.6833,150.8667,62.01,92,46,1.01,scattered clouds,2021-03-25 19:17:53
523,Namie,JP,37.4833,141.0,44.01,80,0,1.01,clear sky,2021-03-25 19:17:53
524,Lipari,IT,38.4674,14.954,51.01,79,0,8.05,clear sky,2021-03-25 19:17:53
525,Honiara,SB,-9.4333,159.95,76.69,85,44,5.59,scattered clouds,2021-03-25 19:17:49
526,Myanaung,MM,18.2833,95.3167,82.51,54,18,2.13,few clouds,2021-03-25 19:16:06
527,Canalete,CO,8.6761,-76.2042,87.64,57,100,8.99,overcast clouds,2021-03-25 19:17:54
528,Akureyri,IS,65.6835,-18.0878,26.6,93,90,13.8,snow,2021-03-25 19:17:54
529,Mage,BR,-22.6528,-43.0406,86.0,62,40,12.66,scattered clouds,2021-03-25 19:17:54
530,Agadez,NE,19.75,10.25,70.29,13,0,10.6,clear sky,2021-03-25 19:17:54
531,Hickory,US,35.7332,-81.3412,61.0,94,90,5.75,moderate rain,2021-03-25 19:15:43
532,Pyapon,MM,16.2833,95.6833,80.38,72,100,8.75,overcast clouds,2021-03-25 19:17:25
533,Harbour Breton,CA,47.4833,-55.7983,41.41,84,100,2.26,overcast clouds,2021-03-25 19:17:55
534,Conde,BR,-7.2597,-34.9075,84.2,61,75,16.11,broken clouds,2021-03-25 19:17:06
535,Hualmay,PE,-11.0964,-77.6139,75.24,71,26,10.56,scattered clouds,2021-03-25 19:17:55
536,Ryki,PL,51.6257,21.9327,39.99,48,96,3.02,overcast clouds,2021-03-25 19:17:55
537,Nsanje,MW,-16.92,35.262,75.96,76,84,5.17,broken clouds,2021-03-25 19:17:56
538,Morwa,IN,22.9,73.8333,80.38,11,0,7.52,clear sky,2021-03-25 19:17:56
539,Mandera,KE,3.9366,41.867,88.0,20,6,2.73,clear sky,2021-03-25 19:17:56
540,Hambantota,LK,6.1241,81.1185,78.78,82,100,12.53,overcast clouds,2021-03-25 19:17:56
541,Staryy Nadym,RU,65.6118,72.6842,25.99,95,100,22.17,light snow,2021-03-25 19:17:57
542,Alofi,NU,-19.0595,-169.9187,78.8,94,22,5.75,few clouds,2021-03-25 19:17:57
543,Pirajui,BR,-21.9986,-49.4572,89.01,48,89,3.0,overcast clouds,2021-03-25 19:17:57
544,Griffith,US,41.5284,-87.4237,48.99,76,1,12.66,clear sky,2021-03-25 19:17:57
545,Aden,YE,12.7794,45.0367,79.54,66,24,15.77,few clouds,2021-03-25 19:13:16
546,Fairbanks,US,64.8378,-147.7164,26.01,93,90,2.39,light snow,2021-03-25 19:17:58
547,Nioro,GM,13.35,-15.75,100.81,13,0,6.55,clear sky,2021-03-25 19:17:58
548,Lavrentiya,RU,65.5833,-171.0,-2.52,88,40,5.21,scattered clouds,2021-03-25 19:17:58
549,San Quintin,MX,30.4833,-115.95,60.55,53,100,10.56,overcast clouds,2021-03-25 19:17:58
550,Otofuke,JP,42.9917,143.2003,39.0,97,100,3.78,overcast clouds,2021-03-25 19:17:59
551,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.79,79,100,4.05,overcast clouds,2021-03-25 19:16:39
552,Luau,AO,-10.7073,22.2247,64.22,96,93,4.59,overcast clouds,2021-03-25 19:17:59
553,Yumen,CN,40.2833,97.2,42.98,34,24,7.43,few clouds,2021-03-25 19:17:59
554,Owando,CG,-0.4819,15.8999,70.09,97,83,2.8,broken clouds,2021-03-25 19:15:28
555,Alta Floresta,BR,-9.8756,-56.0861,80.4,77,93,2.55,overcast clouds,2021-03-25 19:17:59
556,Mount Gambier,AU,-37.8333,140.7667,50.0,100,85,10.36,overcast clouds,2021-03-25 19:18:00
557,Jiayuguan,CN,39.8167,98.3,41.67,35,0,4.29,clear sky,2021-03-25 19:18:00
558,Iskateley,RU,67.6803,53.1512,30.45,96,100,11.41,overcast clouds,2021-03-25 19:18:00
559,Ahuimanu,US,21.4447,-157.8378,73.4,83,90,5.75,moderate rain,2021-03-25 19:18:00
560,Berbera,SO,10.4396,45.0143,77.59,70,10,2.19,clear sky,2021-03-25 19:18:01
561,Haines Junction,CA,60.7522,-137.5108,19.4,42,100,2.3,overcast clouds,2021-03-25 19:18:01
562,Flin Flon,CA,54.7682,-101.865,21.2,58,90,11.5,light snow,2021-03-25 19:18:01
563,Jequie,BR,-13.8575,-40.0836,93.04,24,0,9.01,clear sky,2021-03-25 19:18:02
564,Nokaneng,BW,-19.6667,22.2667,75.72,57,63,2.28,broken clouds,2021-03-25 19:18:02
565,Carutapera,BR,-1.195,-46.02,74.64,96,100,4.25,moderate rain,2021-03-25 19:18:02
566,Egvekinot,RU,66.3167,-179.1667,-10.66,87,52,8.21,broken clouds,2021-03-25 19:18:03
567,Saint-Augustin,CA,51.226,-58.6502,33.3,99,100,9.04,overcast clouds,2021-03-25 19:14:40
568,Esil,KZ,51.9556,66.4042,13.06,98,68,7.02,broken clouds,2021-03-25 19:18:03
569,Verkhnevilyuysk,RU,63.4453,120.3167,10.81,94,100,5.46,overcast clouds,2021-03-25 19:18:03
570,Malabo,GQ,3.75,8.7833,78.8,89,40,4.63,scattered clouds,2021-03-25 19:18:04
571,Rujewa,TZ,-8.7,34.3833,65.66,94,100,4.41,moderate rain,2021-03-25 19:18:04
572,Sattenapalle,IN,16.4,80.1833,78.49,70,99,4.56,overcast clouds,2021-03-25 19:18:04
573,Palmerston,AU,-12.486,130.9833,80.6,89,40,4.61,scattered clouds,2021-03-25 19:15:00
574,Opuwo,NA,-18.0607,13.84,73.63,68,65,7.58,light rain,2021-03-25 19:18:04
575,Nanguneri,IN,8.4933,77.6581,80.74,75,100,8.39,overcast clouds,2021-03-25 19:18:05
576,Port Blair,IN,11.6667,92.75,80.35,78,74,3.06,broken clouds,2021-03-25 19:18:05
577,Jinxiang,CN,27.4327,120.6062,54.07,72,7,5.3,clear sky,2021-03-25 19:18:05
578,Aklavik,CA,68.2191,-135.0107,17.6,53,100,4.61,overcast clouds,2021-03-25 19:18:05
579,Along,IN,28.1667,94.7667,63.54,63,84,2.95,broken clouds,2021-03-25 19:18:06
580,Prince Rupert,CA,54.3161,-130.3201,42.8,65,90,9.22,overcast clouds,2021-03-25 19:18:06
581,Chagoda,RU,59.164,35.3285,35.28,97,100,6.51,overcast clouds,2021-03-25 19:18:06
582,Oudtshoorn,ZA,-33.5907,22.2014,66.2,88,0,3.44,clear sky,2021-03-25 19:18:06
583,San Antonio,US,29.4241,-98.4936,77.0,33,1,13.8,clear sky,2021-03-25 19:13:23
584,Okoneshnikovo,RU,54.8377,75.0834,15.06,94,10,8.12,clear sky,2021-03-25 19:18:07
585,Cadiz,ES,36.5,-5.75,64.4,82,0,6.91,clear sky,2021-03-25 19:18:07
586,Pont-A-Mousson,FR,48.9079,6.0589,50.0,76,0,4.05,clear sky,2021-03-25 19:18:08
587,Noumea,NC,-22.2763,166.4572,75.2,78,0,1.14,clear sky,2021-03-25 19:18:08
588,Lumphat,KH,13.4878,106.9816,77.02,69,40,8.84,scattered clouds,2021-03-25 19:18:08
589,Garowe,SO,8.4054,48.4845,72.81,50,0,16.02,clear sky,2021-03-25 19:18:08
590,Strathpeffer,GB,57.588,-4.5382,46.0,87,40,4.61,moderate rain,2021-03-25 19:18:09
591,Yei,SS,4.095,30.6779,77.86,41,71,1.34,broken clouds,2021-03-25 19:17:14
592,Masterton,NZ,-40.9597,175.6575,55.0,93,12,1.01,few clouds,2021-03-25 19:18:09
593,Atherton,GB,53.5237,-2.4935,53.01,52,100,3.0,overcast clouds,2021-03-25 19:18:09
594,Bongandanga,CD,1.5,21.05,70.61,97,100,4.0,overcast clouds,2021-03-25 19:18:10
595,Makinsk,KZ,52.6292,70.4169,6.96,99,52,4.36,broken clouds,2021-03-25 19:18:10
596,Rocha,UY,-34.4833,-54.3333,67.69,97,100,7.4,moderate rain,2021-03-25 19:18:10
597,Cuamba,MZ,-14.8031,36.5372,67.46,95,6,3.04,clear sky,2021-03-25 19:18:11
598,Ghiroda,RO,45.7639,21.3003,46.0,60,0,5.75,clear sky,2021-03-25 19:18:11
599,La Asuncion,VE,11.0333,-63.8628,79.68,72,10,17.11,clear sky,2021-03-25 19:18:11
600,Teya,RU,60.3778,92.6267,16.39,97,100,3.96,overcast clouds,2021-03-25 19:18:11
601,Grindavik,IS,63.8424,-22.4338,28.4,74,90,27.63,light snow,2021-03-25 19:18:12
602,Homer,US,59.6425,-151.5483,37.4,93,90,3.44,overcast clouds,2021-03-25 19:18:12
603,General Roca,AR,-39.0333,-67.5833,66.2,48,0,2.3,clear sky,2021-03-25 19:18:12
604,Tulle,FR,45.3333,1.8333,48.0,33,1,1.9,clear sky,2021-03-25 19:18:12
605,Vila Do Maio,CV,15.1333,-23.2167,71.6,64,20,18.41,few clouds,2021-03-25 19:16:08
606,Beian,NO,63.6559,9.5683,42.8,81,75,13.8,broken clouds,2021-03-25 19:18:13
607,Kaduna,NG,10.5222,7.4383,88.7,25,100,1.63,overcast clouds,2021-03-25 19:18:13
608,Kattivakkam,IN,13.2167,80.3167,78.8,89,100,2.3,mist,2021-03-25 19:18:13
609,Pierre,US,44.3683,-100.351,60.01,31,1,28.77,clear sky,2021-03-25 19:17:57
610,Touros,BR,-5.1989,-35.4608,77.0,94,75,4.61,broken clouds,2021-03-25 19:18:13
611,Sume,BR,-7.6717,-36.88,84.58,44,96,12.44,overcast clouds,2021-03-25 19:18:14
612,Oranjemund,NA,-28.55,16.4333,61.88,96,20,1.5,few clouds,2021-03-25 19:18:14
613,Roseburg,US,43.2165,-123.3417,48.99,61,90,3.44,overcast clouds,2021-03-25 19:18:14
614,San Juan,AR,-31.5375,-68.5364,70.75,48,29,19.17,scattered clouds,2021-03-25 19:15:13
615,Mecca,SA,21.4267,39.8261,78.17,46,0,4.32,clear sky,2021-03-25 19:18:15
616,Mengcheng,CN,33.2579,116.5655,51.22,82,0,7.52,clear sky,2021-03-25 19:18:15
617,Khash,IR,28.2211,61.2158,66.79,22,0,7.36,clear sky,2021-03-25 19:18:15
618,Guiyang,CN,26.5833,106.7167,60.8,88,90,8.95,overcast clouds,2021-03-25 19:18:15
619,Picayune,US,30.5255,-89.6795,78.01,91,100,13.51,overcast clouds,2021-03-25 19:18:15
620,Allanridge,ZA,-27.7543,26.6438,60.01,84,0,5.86,clear sky,2021-03-25 19:18:16
621,Imeni Zhelyabova,RU,58.9544,36.5956,34.72,96,98,5.91,overcast clouds,2021-03-25 19:18:16
622,Boyuibe,BO,-20.4167,-63.2833,87.8,48,75,4.61,broken clouds,2021-03-25 19:18:16
623,Medford,US,42.3265,-122.8756,48.2,57,75,14.97,broken clouds,2021-03-25 19:18:16
624,Basco,PH,20.4487,121.9702,74.32,85,100,22.59,overcast clouds,2021-03-25 19:18:17
625,Abha,SA,18.2164,42.5053,68.0,55,0,4.61,clear sky,2021-03-25 19:13:29
626,Ekhabi,RU,53.5102,142.9671,6.19,88,100,2.62,overcast clouds,2021-03-25 19:18:17
627,Borazjan,IR,29.2666,51.2159,73.4,83,20,4.61,few clouds,2021-03-25 19:18:17
628,Bengkulu,ID,-3.8004,102.2655,76.59,84,99,3.04,overcast clouds,2021-03-25 19:18:18
629,Simao,CN,22.7886,100.9748,62.01,46,7,0.65,clear sky,2021-03-25 19:18:18
630,Ixtapa,MX,20.7,-105.2,77.0,47,20,6.91,few clouds,2021-03-25 19:18:18
631,Lincoln,US,40.8,-96.667,50.0,57,90,9.22,overcast clouds,2021-03-25 19:17:24
632,Kologriv,RU,58.8275,44.3178,33.31,92,100,5.86,overcast clouds,2021-03-25 19:18:18
633,Mastung,PK,29.7994,66.845,64.42,27,0,4.61,clear sky,2021-03-25 19:18:19
634,Phangnga,TH,8.4509,98.5298,80.6,78,20,5.75,few clouds,2021-03-25 19:18:19
635,Black River,JM,18.0264,-77.8487,84.2,70,20,20.71,few clouds,2021-03-25 19:18:19
636,Altamont,US,42.2068,-121.7372,42.8,45,40,19.57,scattered clouds,2021-03-25 19:18:20
637,Dunedin,NZ,-45.8742,170.5036,55.0,91,100,5.99,overcast clouds,2021-03-25 19:18:20
638,Smithers,CA,54.7804,-127.1743,37.4,60,20,4.61,few clouds,2021-03-25 19:18:20
639,Lhokseumawe,ID,5.1801,97.1507,77.0,87,99,6.35,overcast clouds,2021-03-25 19:18:20
640,Solnechnyy,RU,50.7214,136.6319,22.19,93,95,2.62,overcast clouds,2021-03-25 19:18:21
641,Goundam,ML,16.4145,-3.6708,83.88,5,5,11.39,clear sky,2021-03-25 19:18:21
642,Rio Gallegos,AR,-51.6226,-69.2181,64.4,32,75,34.52,broken clouds,2021-03-25 19:15:31
643,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,87,90,2.3,overcast clouds,2021-03-25 19:18:21
644,Ariquemes,BR,-9.9133,-63.0408,76.75,88,100,2.24,moderate rain,2021-03-25 19:18:21
645,Montlucon,FR,46.3333,2.6,48.0,85,76,1.86,broken clouds,2021-03-25 19:18:22
646,Cockburn Town,TC,21.4612,-71.1419,77.61,76,0,18.32,clear sky,2021-03-25 19:18:22
647,Wajir,KE,1.7471,40.0573,89.6,35,1,7.47,clear sky,2021-03-25 19:18:23
648,Fassuta,IL,33.0483,35.3098,55.4,88,20,4.61,few clouds,2021-03-25 19:18:23
649,Christchurch,NZ,-43.5333,172.6333,57.99,88,29,10.36,scattered clouds,2021-03-25 19:15:06
650,Labuan,MY,5.2767,115.2417,77.0,94,20,2.3,few clouds,2021-03-25 19:18:23
651,Rabo De Peixe,PT,37.8,-25.5833,59.0,72,20,10.36,few clouds,2021-03-25 19:18:23
652,Amapa,BR,1.0,-52.0,81.3,76,92,4.18,overcast clouds,2021-03-25 19:18:24
653,Maragogi,BR,-9.0122,-35.2225,82.06,70,56,11.39,broken clouds,2021-03-25 19:16:58
654,Dudinka,RU,69.4058,86.1778,14.67,94,100,14.65,light snow,2021-03-25 19:18:24
655,Mancio Lima,BR,-7.6142,-72.8958,77.0,100,75,3.44,broken clouds,2021-03-25 19:18:24
656,Manggar,ID,-2.8833,108.2667,77.4,89,100,3.31,overcast clouds,2021-03-25 19:18:24
657,Mpulungu,ZM,-8.7623,31.1141,73.0,80,100,4.68,overcast clouds,2021-03-25 19:18:25
658,Pedasi,PA,7.5333,-80.0333,83.3,64,87,12.39,overcast clouds,2021-03-25 19:18:25
659,Bradford,GB,53.7939,-1.7521,50.0,59,15,1.99,few clouds,2021-03-25 19:18:25
660,Lodwar,KE,3.1191,35.5973,87.93,24,3,8.86,clear sky,2021-03-25 19:18:25
661,Blairmore,CA,49.6,-114.4353,32.0,86,100,11.5,overcast clouds,2021-03-25 19:18:26
662,Sindor,RU,62.8629,51.8905,32.92,85,100,9.53,overcast clouds,2021-03-25 19:18:26
663,Broken Hill,AU,-31.95,141.4333,59.0,63,62,8.05,broken clouds,2021-03-25 19:18:26
